RNA	protein	label
ENST00000526269	P29590	1
ENST00000652719	D6RGY6	0
ENST00000440255	Q9NQR4	0
ENST00000552026	O00571	1
ENST00000415330	Q9H334	1
ENST00000651573	Q9BTC8	1
ENST00000631037	F8WAB6	0
ENST00000419425	H0Y4U3	0
ENST00000660574	Q8IZ20	0
ENST00000455609	Q53F19	1
ENST00000539222	Q53F39-5	0
ENST00000435043	P51532	1
ENST00000579945	D6RHC4	0
ENST00000366314	P49715	1
ENST00000452618	Q9UQC9	0
ENST00000615146	Q9H5I1-3	0
ENST00000642688	Q8NDA8-3	0
ENST00000562031	O14978	1
ENST00000660137	P62508	0
ENST00000561557	P43694	1
ENST00000624937	H0Y900	0
ENST00000663048	P48960	0
ENST00000440726	Q8WVM7	1
ENST00000431427	A0A7P0TA66	0
ENST00000549330	P15408	1
ENST00000655782	Q16665	1
ENST00000422116	Q9Y6R1-5	0
ENST00000617892	P48357	0
ENST00000685668	Q9BWX1-2	0
ENST00000435067	O43474	1
ENST00000448680	Q99583	1
ENST00000414634	Q9Y6K0	0
ENST00000667021	Q99808-2	0
ENST00000539734	Q9BYE0	1
ENST00000578427	Q15717	1
ENST00000381800	Q86VZ6	1
ENST00000519040	P10242	1
ENST00000492250	Q86WI3-6	0
ENST00000450264	Q9HBU1	1
ENST00000551152	Q9Y261	1
ENST00000435725	Q96KS0	1
ENST00000423023	O43623	1
ENST00000585520	Q15853	1
ENST00000602322	Q14839	1
ENST00000651770	Q13444-8	0
ENST00000428777	P43699	1
ENST00000360656	P15976	1
ENST00000659473	Q9UHI5-3	0
ENST00000587125	P17535	1
ENST00000565667	Q5TBK7	0
ENST00000554036	O14669	0
ENST00000653023	B8ZZW4	0
ENST00000647509	Q9H9Q4	0
ENST00000444488	Q9H3D4	1
ENST00000429816	P30039-2	0
ENST00000617582	A0A0A0MT98	0
ENST00000669593	Q9H0X6	0
ENST00000605833	P42229	1
ENST00000641957	Q53F23	0
ENST00000656598	Q03468	1
ENST00000420998	P22626	1
ENST00000667693	K7ERW1	0
ENST00000650463	Q92908	1
ENST00000667551	A0A8I5KXM1	0
ENST00000623098	H0Y626	0
ENST00000486767	O75152	1
ENST00000422649	Q13438-6	0
ENST00000528869	P15884	1
ENST00000509671	Q8IVS2	0
ENST00000514287	P15336	1
ENST00000663508	C9J0A8	0
ENST00000539009	P38398	1
ENST00000511634	Q13547	1
ENST00000671045	P22897-2	0
ENST00000582965	Q15648	1
ENST00000664896	Q9HCM4-4	0
ENST00000435037	Q96ST3	1
ENST00000511846	Q15797	1
ENST00000501499	P22736	1
ENST00000521295	O15409	1
ENST00000445785	P37275	1
ENST00000490375	Q9H9Z2	1
ENST00000688687	Q04656-5	0
ENST00000588838	B7ZC38	0
ENST00000658577	Q16621	1
ENST00000690275	H0YL11	0
ENST00000638002	Q9Y2L9-2	0
ENST00000652746	Q9P0K7	0
ENST00000595372	P05067-5	0
ENST00000600405	Q86SE5-3	0
ENST00000648035	H7C2X8	0
ENST00000512310	Q9UL18	1
ENST00000428272	Q9UH73	1
ENST00000413718	P98175	1
ENST00000559022	P11308	1
ENST00000655175	Q7L5Y6	0
ENST00000438736	P10275	1
ENST00000547021	Q99856	1
ENST00000376800	P52747	1
ENST00000593169	O75446	1
ENST00000458403	P48431	1
ENST00000690183	P29475-2	0
ENST00000575767	Q92731	1
ENST00000656318	F5GX09	0
ENST00000624980	Q9Y261	1
ENST00000630253	B3KPX4	0
ENST00000456459	Q13263	1
ENST00000523446	P20700	1
ENST00000621255	O15117-3	0
ENST00000452366	A0A0C4DGB1	0
ENST00000658841	Q03112-3	0
ENST00000433952	P18846	1
ENST00000675346	Q9BWP8-3	0
ENST00000422353	Q6ZUX7	0
ENST00000653231	A0A2R8YEC1	0
ENST00000454167	Q01892	1
ENST00000661448	Q9H5V8-2	0
ENST00000446979	Q92908	1
ENST00000416432	Q15047	1
ENST00000548764	A0A5F9ZI37	0
ENST00000492731	P04637	1
ENST00000511846	Q9H334	1
ENST00000556013	P01100	1
ENST00000661534	P35659	1
ENST00000429268	O95365	1
ENST00000422483	Q9BTC8	1
ENST00000412244	Q92769	1
ENST00000693189	K7ESN2	0
ENST00000448204	F8W8F7	0
ENST00000518357	Q8NH08	0
ENST00000665701	P29475-4	0
ENST00000658089	P23759-2	0
ENST00000456389	Q14934-8	0
ENST00000565129	Q8WYH8	0
ENST00000502518	P23511	1
ENST00000434792	P48431	1
ENST00000559267	Q9H334-4	0
ENST00000623117	P13631	1
ENST00000648249	P0C1Z6-2	0
ENST00000665938	Q5EB52-3	0
ENST00000557232	P54198	1
ENST00000555562	P10589	1
ENST00000661576	Q01196-5	0
ENST00000435044	Q04206	1
ENST00000656152	Q9HCH5-13	0
ENST00000619472	Q8TE04-3	0
ENST00000624692	P48382	1
ENST00000381800	Q8WXX7	1
ENST00000431558	P51610	1
ENST00000422086	Q16621	1
ENST00000665254	Q8WVM7	1
ENST00000416327	H7C1Z3	0
ENST00000662358	Q4G0F5	0
ENST00000416555	E9PLQ2	0
ENST00000559909	P19793	1
ENST00000450640	Q15291	1
ENST00000668825	Q13444-8	0
ENST00000449073	P28324	1
ENST00000615743	P10826-3	0
ENST00000498871	Q96T25	0
ENST00000563610	A0A0D9SFP3	0
ENST00000692166	Q9H2X0-5	0
ENST00000563761	C9JHI2	0
ENST00000518049	P39880	1
ENST00000658990	P56706	0
ENST00000369492	P06340	0
ENST00000674070	Q96IV6-2	0
ENST00000569603	Q9UQE7	1
ENST00000517908	H0YIN8	0
ENST00000549744	Q92599-3	0
ENST00000656681	C9J8G3	0
ENST00000430125	P15172	1
ENST00000444349	Q14934-20	0
ENST00000687064	O95218-2	0
ENST00000669155	P43699	1
ENST00000592032	P26368	1
ENST00000657370	Q04917	0
ENST00000440013	Q9H8N7	1
ENST00000671369	Q8IUX1	0
ENST00000693378	H0Y9T8	0
ENST00000661644	P58872	0
ENST00000645747	E5RI98	0
ENST00000297163	Q8WYQ5	1
ENST00000453558	P15408	1
ENST00000670725	Q14498-3	0
ENST00000434073	P41235	1
ENST00000420520	P36402	1
ENST00000688080	Q5TCH7	0
ENST00000613623	C9JRN9	0
ENST00000565694	Q6UN15	1
ENST00000512794	Q16254	1
ENST00000642059	Q5VVP1	0
ENST00000663314	Q99714	0
ENST00000513958	P06400	1
ENST00000608799	A0A669KBL1	0
ENST00000529478	F5H101	0
ENST00000455307	Q9UQE7	1
ENST00000423539	O94868-3	0
ENST00000428642	H0YEF7	0
ENST00000412098	Q04206	1
ENST00000649990	P54198	1
ENST00000643571	Q03154-4	0
ENST00000577295	P17676	1
ENST00000512978	O95644	1
ENST00000686267	P20936-4	0
ENST00000455848	Q9HBE1	1
ENST00000670659	A0A1W2PNQ8	0
ENST00000449391	P26368	1
ENST00000444217	Q14765	1
ENST00000432330	Q15853	1
ENST00000623846	Q96RD2	0
ENST00000442937	A0A1B0GTF4	0
ENST00000427379	P15622	1
ENST00000688484	P39880-9	0
ENST00000462801	P35659	1
ENST00000439367	P23511	1
ENST00000423460	Q8TF68	1
ENST00000509185	Q15291	1
ENST00000537269	O14503	1
ENST00000564834	P49711	1
ENST00000690136	A0A7P0Z4D7	0
ENST00000684865	P59538	0
ENST00000424435	Q8N196	1
ENST00000451496	Q5VWG9	1
ENST00000609983	Q8WXU2-3	0
ENST00000449713	Q9H6I2	1
ENST00000416894	P20226	1
ENST00000451284	Q92769	1
ENST00000659118	A0A8I5KV71	0
ENST00000470790	Q12874	1
ENST00000562866	Q9H6S0	1
ENST00000574423	B4DUR8	0
ENST00000647598	P17480	1
ENST00000559022	P49715	1
ENST00000668648	O60548	1
ENST00000665985	P51854-4	0
ENST00000563962	P50549	1
ENST00000432957	Q9NPG3	1
ENST00000623746	E9PPR5	0
ENST00000565162	Q92754	1
ENST00000435357	Q9H9S0	1
ENST00000605082	Q92729-2	0
ENST00000668648	P14921	1
ENST00000557350	P17947	1
ENST00000606994	O75916-3	0
ENST00000663342	Q9H9S0	1
ENST00000668928	E7EN44	0
ENST00000667162	O60716-6	0
ENST00000623515	O15178	1
ENST00000547717	P21802-23	0
ENST00000425081	Q9BTC8	1
ENST00000613522	O95602	1
ENST00000447175	P17947	1
ENST00000656318	P33260	0
ENST00000563704	O43820-2	0
ENST00000693636	Q9HCJ0	0
ENST00000445865	P29590	1
ENST00000531276	A0A7I2V407	0
ENST00000642586	P11801	0
ENST00000662463	Q02641	0
ENST00000583436	Q9ULH1	0
ENST00000669733	Q14CZ0	0
ENST00000535922	Q92754	1
ENST00000653103	A0A804HI56	0
ENST00000408887	P17014	1
ENST00000620327	Q7Z6L1	0
ENST00000634357	Q16665	1
ENST00000453569	O15379	1
ENST00000666666	B7ZLI8	0
ENST00000473756	Q14209	1
ENST00000686634	Q9Y2T5	0
ENST00000665069	P0CJ90	0
ENST00000634373	A8MXV6	0
ENST00000593284	Q07955	1
ENST00000557799	Q14683	1
ENST00000514287	Q9Y6Q9	1
ENST00000648520	O43586	0
ENST00000575767	Q8N680	1
ENST00000307548	P15172	1
ENST00000649037	P10275	1
ENST00000413339	Q92786	1
ENST00000549291	P40926-2	0
ENST00000659544	Q9NY72	0
ENST00000691300	A0A0C4DGZ2	0
ENST00000655361	G3V1P2	0
ENST00000662982	Q6P656	0
ENST00000413602	P57727-3	0
ENST00000653152	A0A804HLK7	0
ENST00000568764	O76041	0
ENST00000586474	Q15306	1
ENST00000634357	P15036	1
ENST00000533260	Q04726	1
ENST00000659971	Q8N6F1-2	0
ENST00000414562	P49716	1
ENST00000423023	P50539	1
ENST00000411690	Q13285	1
ENST00000685894	I3L4N6	0
ENST00000624980	P25208	1
ENST00000661853	A0A0J9YY01	0
ENST00000617229	Q99665	0
ENST00000653158	E9PHW4	0
ENST00000433460	P05455	1
ENST00000686544	Q8TAX9-6	0
ENST00000531305	Q15306	1
ENST00000441019	P04637	1
ENST00000440665	Q9H2A2-4	0
ENST00000415652	P06400	1
ENST00000449282	Q15561	1
ENST00000685649	O95696	1
ENST00000603064	P55316	1
ENST00000655782	P54198	1
ENST00000509506	O75112	0
ENST00000451564	Q7KZF4	1
ENST00000664040	A0A6Q8PGC2	0
ENST00000586467	Q9BZK7	1
ENST00000511417	P11831	1
ENST00000669110	A0A7P0T9Q8	0
ENST00000660973	H0YLB9	0
ENST00000501008	Q969P5-2	0
ENST00000668173	H0YHT7	0
ENST00000568363	P19419	0
ENST00000615777	Q5W5X9-3	0
ENST00000613661	Q6ZUA9	0
ENST00000589232	Q96KN4	0
ENST00000444042	P41182	1
ENST00000583148	O96028	1
ENST00000671601	Q16594	0
ENST00000648652	A0A8J8Z860	0
ENST00000626977	Q9Y261	1
ENST00000657926	O75461	1
ENST00000587125	P15976	1
ENST00000584705	P24468	1
ENST00000434273	Q9UQE7	1
ENST00000693092	A0A3B3ITP3	0
ENST00000559022	Q13547	1
ENST00000575424	P18825	0
ENST00000685802	O14832	0
ENST00000634334	O15350	1
ENST00000584705	Q13351	1
ENST00000465466	P41235	1
ENST00000506476	Q86WA8-2	0
ENST00000671226	H3BU53	0
ENST00000428263	O60907	1
ENST00000588275	Q96S55	1
ENST00000601106	P51522	1
ENST00000668096	Q9UQ53-2	0
ENST00000670777	A0A669KB72	0
ENST00000382166	P83369	1
ENST00000430692	P27540	1
ENST00000445585	P28482	0
ENST00000445252	E9PGM9	0
ENST00000555539	P18146	1
ENST00000450004	H9KV75	0
ENST00000661515	Q9H6N6	0
ENST00000668345	Q92993	1
ENST00000396885	Q13761	1
ENST00000512384	P27540	1
ENST00000457852	P17480	1
ENST00000471731	P29590	1
ENST00000664613	Q8TDD5-2	0
ENST00000367563	Q8NBF1	1
ENST00000526089	P55317	1
ENST00000446211	P55317	1
ENST00000507796	Q15797	1
ENST00000685371	A0A087WXA6	0
ENST00000660547	Q674R7-3	0
ENST00000534604	A0A1B0GUD6	0
ENST00000670042	A0A6Q8PFE8	0
ENST00000455967	P10914	1
ENST00000685406	Q86VG3	0
ENST00000551287	Q9UFB7-2	0
ENST00000621019	Q9BRP0	1
ENST00000688893	A0A2C9F2Y1	0
ENST00000371813	P29375	1
ENST00000670724	B1AQP1	0
ENST00000685787	Q9H251-5	0
ENST00000552663	P11831	1
ENST00000657398	O43586	0
ENST00000689999	A6PWM2	0
ENST00000423232	Q9BQA5	1
ENST00000656798	A0A0A0MT64	0
ENST00000630404	P50549	1
ENST00000563289	Q9BZE3	1
ENST00000648634	G3XAN4	0
ENST00000414992	O75081	1
ENST00000649037	Q01860	1
ENST00000558797	Q8NHQ9	1
ENST00000401043	O14770	1
ENST00000506612	P17275	1
ENST00000414992	Q15306	1
ENST00000689759	O14647	1
ENST00000549742	P10275	1
ENST00000507298	P20700	1
ENST00000521487	P04637	1
ENST00000418660	P10914	1
ENST00000447775	Q969S3	1
ENST00000427813	O15427	0
ENST00000432249	Q14653	1
ENST00000687656	P07951-2	0
ENST00000512496	Q9ULJ6	1
ENST00000451284	P38398	1
ENST00000612512	Q86VQ6	0
ENST00000529518	I6XKI8	0
ENST00000517704	P24468	1
ENST00000662917	Q08345-6	0
ENST00000609657	F2Z2X0	0
ENST00000667716	Q9BZF1	0
ENST00000669834	P23945-3	0
ENST00000585258	Q9Y4Z2	1
ENST00000510165	P21802-16	0
ENST00000664176	F8VUV1	0
ENST00000641194	Q05397-7	0
ENST00000689153	Q9Y4J8-7	0
ENST00000592636	Q8N6T7	1
ENST00000526327	A0A087WTF6	0
ENST00000584540	H0Y7N0	0
ENST00000427591	Q7Z6R9	0
ENST00000567469	P17010	1
ENST00000444956	Q9HBE1	1
ENST00000564562	A0A1B0GUD6	0
ENST00000429167	P48382	1
ENST00000602361	O96028	1
ENST00000524047	P49903-4	0
ENST00000420876	Q15545	1
ENST00000655937	Q5T2D2	0
ENST00000429008	Q9NRC1	0
ENST00000643769	A0A8I5KU25	0
ENST00000366259	Q92826	1
ENST00000667325	P23921	0
ENST00000433460	P27540	1
ENST00000408887	Q96EK4	1
ENST00000662397	A0A0G2JR50	0
ENST00000457809	Q9UKD1	1
ENST00000662070	Q6V0L0	0
ENST00000511243	P09917-4	0
ENST00000579862	B7Z6T1	0
ENST00000428794	P19793	1
ENST00000440874	O60885	1
ENST00000441019	P49711	1
ENST00000436848	A0A494C0G5	0
ENST00000668550	Q8TDF5-2	0
ENST00000604200	P41225	1
ENST00000453951	P19419	1
ENST00000591334	Q8WVV5-4	0
ENST00000553330	P37275	1
ENST00000436329	Q8IX01	1
ENST00000418966	Q92769	1
ENST00000434832	Q15291	1
ENST00000664942	Q14644-2	0
ENST00000417038	Q96ST8-3	0
ENST00000503723	P01100	1
ENST00000577061	Q86W24	0
ENST00000439876	P43694	1
ENST00000414201	Q8TF44	0
ENST00000426860	F8WD46	0
ENST00000564411	E9PE34	0
ENST00000441238	P49715	1
ENST00000502764	A0A7I2V2E2	0
ENST00000552026	P06400	1
ENST00000667584	O75112	0
ENST00000435608	P41235	1
ENST00000522918	Q8NET8-2	0
ENST00000492731	P10244	1
ENST00000592917	P17535	1
ENST00000635451	O96028	1
ENST00000547021	O75132	1
ENST00000558866	A0A7I2V3E8	0
ENST00000589232	A0A0J9YXV8	0
ENST00000673955	P01375	1
ENST00000624760	Q9H9S0	1
ENST00000534991	Q96KS0	1
ENST00000510795	Q16665	1
ENST00000456535	P15407	1
ENST00000428176	Q5TF39	0
ENST00000650266	Q9UBS8-2	0
ENST00000654982	Q8N3R9	0
ENST00000651753	O60885	1
ENST00000422761	O43251	1
ENST00000412143	P40426	1
ENST00000660677	P62995	0
ENST00000432153	Q9NQI0-3	0
ENST00000449005	P49810	0
ENST00000428777	P50539	1
ENST00000455967	Q15554	1
ENST00000505518	Q92908	1
ENST00000556013	P51532	1
ENST00000473798	P31260	1
ENST00000473817	P10914	1
ENST00000413994	A0A5F9ZH98	0
ENST00000554086	Q4KMZ1	0
ENST00000431376	A0A0U1RRK5	0
ENST00000656767	Q92633-2	0
ENST00000584339	Q8WXE1-3	0
ENST00000663047	Q04206	1
ENST00000452962	O94916	1
ENST00000435497	P04150	1
ENST00000608544	Q14493	0
ENST00000608762	Q96IZ2-2	0
ENST00000429167	P32243	1
ENST00000693282	Q5SZP1	0
ENST00000456514	Q9H9S0	1
ENST00000540814	O14669	0
ENST00000513673	Q00534	1
ENST00000434879	Q96P20-3	0
ENST00000630920	P04150	1
ENST00000490375	Q9H334	1
ENST00000653038	P01100	1
ENST00000427806	Q99626	1
ENST00000425005	C9JK83	0
ENST00000417970	Q9NPG3	1
ENST00000556987	O15117-3	0
ENST00000569104	O14867	1
ENST00000657580	Q9UHY8	0
ENST00000439562	P27448	0
ENST00000569603	Q12824	1
ENST00000567167	H7C148	0
ENST00000542680	O75446	1
ENST00000577719	O75916-3	0
ENST00000686412	Q86V97	0
ENST00000649946	Q8NDA8-3	0
ENST00000661882	P43146	0
ENST00000576336	A0A126GW86	0
ENST00000565822	P52738-2	0
ENST00000444348	P23759-2	0
ENST00000562781	P23769	1
ENST00000443205	P60033	0
ENST00000441841	P51532	1
ENST00000660666	P54198	1
ENST00000422226	O60216	1
ENST00000414890	P17542	1
ENST00000439074	Q9NQB0	1
ENST00000458182	A0A1X7SBZ2	0
ENST00000446475	P52945	1
ENST00000563837	Q86WK9	0
ENST00000671325	H7C471	0
ENST00000513542	P43694	1
ENST00000412730	P01375	1
ENST00000482019	Q92731	1
ENST00000445873	P17275	1
ENST00000403371	O95983	1
ENST00000626300	P17275	1
ENST00000500695	K7ELY8	0
ENST00000669243	A1L4K1-2	0
ENST00000414141	P55316	1
ENST00000607571	A0A6Q8PGF0	0
ENST00000498308	Q9Y5J3	1
ENST00000437646	P04150	1
ENST00000587150	P02458-1	0
ENST00000654686	C9JS50	0
ENST00000420759	J3KNN1	0
ENST00000670066	Q9BU23-2	0
ENST00000532168	A0A8I5KXU2	0
ENST00000416430	P78332	1
ENST00000523781	P00156	0
ENST00000518988	E9PFU9	0
ENST00000606336	A6NC57-2	0
ENST00000566476	P49711	1
ENST00000667894	B4DGP2	0
ENST00000465466	Q02548	1
ENST00000515840	P22736	1
ENST00000668263	E9PN39	0
ENST00000653461	A0A0A0MSC6	0
ENST00000592919	Q7Z4M0	0
ENST00000513843	Q8TB61	0
ENST00000663146	P52742	0
ENST00000563632	P49711	1
ENST00000605833	P51116	1
ENST00000547515	Q9UJQ4	1
ENST00000603514	P19793	1
ENST00000563761	O60941-6	0
ENST00000413525	A0A7I2V4K8	0
ENST00000624192	Q8IWA5-2	0
ENST00000670159	Q05193	0
ENST00000422899	Q9C0I1-2	0
ENST00000556667	O14646	1
ENST00000443801	Q14653	1
ENST00000671257	A0A1B0GVN3	0
ENST00000448117	Q14119	1
ENST00000419709	P23280	0
ENST00000624760	Q05195	1
ENST00000621680	Q7Z2W4-4	0
ENST00000594037	A0A5F9ZHY2	0
ENST00000666052	P34913-3	0
ENST00000649172	H0YMD3	0
ENST00000520323	Q01892	1
ENST00000465466	Q15648	1
ENST00000420364	P35659	1
ENST00000430057	Q01860	1
ENST00000512262	O75593	1
ENST00000592636	O95096	1
ENST00000527285	Q5SZL2-4	0
ENST00000433105	P24468	1
ENST00000649553	Q86XP1-3	0
ENST00000447565	Q13285	1
ENST00000667237	Q9NP70-2	0
ENST00000503320	Q13485	1
ENST00000603064	P50549	1
ENST00000542689	Q99081	1
ENST00000557778	P42224	1
ENST00000439079	Q15853	1
ENST00000553732	Q01196	1
ENST00000445458	Q15853	1
ENST00000447297	P17535	1
ENST00000500502	Q5VT97-2	0
ENST00000495357	Q13547	1
ENST00000644575	P55196-3	0
ENST00000664156	P25445-6	0
ENST00000567258	P25208	1
ENST00000420537	Q96S55	1
ENST00000665664	P12318	0
ENST00000426067	Q9UIJ5	0
ENST00000423120	Q8IZ69	0
ENST00000608767	A0A1B0GTH8	0
ENST00000425688	Q6ZQN7	0
ENST00000468961	P11308	1
ENST00000440152	P15172	1
ENST00000659504	Q8TD55	0
ENST00000535911	O14978	1
ENST00000412353	P55317	1
ENST00000430519	Q13887	1
ENST00000566684	P17535	1
ENST00000477392	Q96S55	1
ENST00000445279	Q03468	1
ENST00000456633	Q02790	1
ENST00000423781	Q6NXE6-2	0
ENST00000442384	P49639	1
ENST00000666442	Q9HBK9	0
ENST00000456347	H7C2X8	0
ENST00000642149	Q96QS6	0
ENST00000414407	P49715	1
ENST00000546508	P17535	1
ENST00000681370	Q15723	1
ENST00000558617	Q8N4X5-2	0
ENST00000593957	Q8N4Y2-3	0
ENST00000506121	E9PRA4	0
ENST00000416930	A0AVK6	1
ENST00000434983	Q15797	1
ENST00000566764	E5RI98	0
ENST00000686723	A0A0J9YXQ4	0
ENST00000655542	Q96AV8	1
ENST00000506612	Q15291	1
ENST00000431308	Q6H9L7	0
ENST00000255183	P15923	1
ENST00000575126	P51523	1
ENST00000463167	Q10586	1
ENST00000446475	Q969S3	1
ENST00000671596	A0A0B4J1W3	0
ENST00000509215	A0A804HIG2	0
ENST00000591137	Q8N393	0
ENST00000472323	P52747	1
ENST00000653038	P49639	1
ENST00000446789	O75530	1
ENST00000663489	Q13461	0
ENST00000521403	Q08999	1
ENST00000419511	Q9UQE7	1
ENST00000518308	P11831	1
ENST00000547093	Q5UCD9	0
ENST00000513535	P15172	1
ENST00000504436	Q9H3D4	1
ENST00000534076	P28347	1
ENST00000527434	P54274	1
ENST00000433378	P55317	1
ENST00000577048	O43157-2	0
ENST00000451496	O75446	1
ENST00000424477	Q14155-6	0
ENST00000693636	Q9H300	0
ENST00000425388	P22415	1
ENST00000685040	O95782	0
ENST00000558441	Q13454-2	0
ENST00000566527	P35249	0
ENST00000657312	Q6UY18	0
ENST00000635173	Q7Z406-5	0
ENST00000411862	O75362	1
ENST00000447565	Q13105	1
ENST00000559752	Q01860	1
ENST00000416381	A0AVL1	0
ENST00000579752	O95238	1
ENST00000449473	P04439-2	0
ENST00000605407	B0QZ18	0
ENST00000422483	Q05195	1
ENST00000669557	Q86YF9	0
ENST00000687331	Q9UQ53-3	0
ENST00000419511	P10275	1
ENST00000554036	Q92819	0
ENST00000662424	P00395	0
ENST00000432377	Q15306	1
ENST00000415330	P18846	1
ENST00000561101	Q9Y692	1
ENST00000417667	P11831	1
ENST00000520323	O14647	1
ENST00000669362	Q9UH36	0
ENST00000623515	P14316	1
ENST00000670205	Q9NUQ6-2	0
ENST00000415386	Q9NZB2	1
ENST00000544685	P24462-2	0
ENST00000439008	P29375	1
ENST00000431656	P48382	1
ENST00000422086	P04637	1
ENST00000422510	P54198	1
ENST00000563289	O60216	1
ENST00000422994	Q03701	1
ENST00000564830	P55085	1
ENST00000422086	P11831	1
ENST00000432511	P11831	0
ENST00000681370	P12980	1
ENST00000565694	P17947	1
ENST00000435608	P17542	1
ENST00000445785	Q14209	1
ENST00000555299	Q8N6T7	1
ENST00000451410	P19419	1
ENST00000506041	P43694	1
ENST00000424933	O15409	1
ENST00000421206	P56177	1
ENST00000666689	X6RCY3	0
ENST00000601409	A0A0C4DGB1	0
ENST00000605833	Q02446	1
ENST00000608506	P57071-5	0
ENST00000635368	P18146	1
ENST00000653681	Q13332	0
ENST00000609776	P0CV98	0
ENST00000511497	F8WD46	0
ENST00000471357	P49715	1
ENST00000506660	F5H748	0
ENST00000456333	Q06455	1
ENST00000422510	P22626	1
ENST00000449457	Q6ZN17	1
ENST00000425385	Q13952	1
ENST00000577173	M0R3G1	0
ENST00000455390	O14978	1
ENST00000647189	P29590	1
ENST00000514010	O60216	1
ENST00000454977	O14647	1
ENST00000587894	O95985-3	0
ENST00000654936	E9PFF8	0
ENST00000670256	O43572	0
ENST00000670647	O14832-2	0
ENST00000690763	Q9NTN3	0
ENST00000664398	A0A087WVT3	0
ENST00000667383	A0A1W2PR36	0
ENST00000654956	Q68DY1	0
ENST00000669155	O60216	1
ENST00000438978	Q9BRQ3-3	0
ENST00000508563	P29375	1
ENST00000655173	A0A0J9YXQ4	0
ENST00000634334	Q92786	1
ENST00000449805	Q9UGL1	1
ENST00000563962	P22415	1
ENST00000585326	P28906-2	0
ENST00000623524	P55265-5	0
ENST00000573270	P03372	1
ENST00000414686	O60231	0
ENST00000635991	D6REY2	0
ENST00000471357	Q4ZG55	1
ENST00000507817	C9JHL4	0
ENST00000440665	A6PWM2	0
ENST00000659964	A0A2R8Y2F6	0
ENST00000442941	Q13761	1
ENST00000420327	Q13868	0
ENST00000557121	Q9H7Z6	1
ENST00000431361	P29466	1
ENST00000414141	P23769	1
ENST00000568270	P49715	1
ENST00000555852	P49711	1
ENST00000416279	P35222	1
ENST00000667109	H7BYM2	0
ENST00000432894	Q16656	1
ENST00000609087	P39880	1
ENST00000430820	P56270	1
ENST00000439074	O95983	1
ENST00000654346	A0A140TA14	0
ENST00000674762	O60336-6	0
ENST00000419182	Q52LW3	0
ENST00000562172	A0A804HL56	0
ENST00000504298	O75593	1
ENST00000456087	Q8TCT9-4	0
ENST00000510068	A0A140T9G8	0
ENST00000418598	P55265	1
ENST00000424701	P42685	0
ENST00000428529	Q15910	1
ENST00000425385	Q96ST3	1
ENST00000439840	H3BQC4	0
ENST00000654818	Q9BQA5	1
ENST00000520323	Q13127	1
ENST00000428750	Q7Z4T9	0
ENST00000657812	Q8N137-2	0
ENST00000537288	Q9NQT4	1
ENST00000596585	Q9H707	1
ENST00000625555	Q8N1W1-2	0
ENST00000473798	P56545	1
ENST00000515728	O15105-2	0
ENST00000445240	Q13148	1
ENST00000449270	Q00056	1
ENST00000658136	Q9H1Y3	0
ENST00000663259	Q9HCL0	0
ENST00000669394	P61266-2	0
ENST00000440255	P14868-2	0
ENST00000664252	O14967-2	0
ENST00000688299	C9JKD9	0
ENST00000563759	Q9UH73	1
ENST00000547006	Q99626	1
ENST00000665254	Q9Y294	1
ENST00000657055	Q8N485	0
ENST00000674877	O75190	0
ENST00000415255	P19793	1
ENST00000436901	A0A1B0GTP9	0
ENST00000566297	P17275	1
ENST00000515153	Q92502-2	0
ENST00000462176	O95238	1
ENST00000669553	Q9NTW7-4	0
ENST00000651238	Q13023-2	0
ENST00000446520	Q08050	1
ENST00000415629	Q9GZZ7-2	0
ENST00000590292	Q99983	0
ENST00000449427	Q15561	1
ENST00000416145	A0A804HI04	0
ENST00000613868	P23769	1
ENST00000666772	H0YKQ8	0
ENST00000532065	Q9Y261	1
ENST00000503263	P28340	0
ENST00000687108	Q9HAR2-3	0
ENST00000653321	Q8N983-6	0
ENST00000689117	Q13261	0
ENST00000636266	F5GWN9	0
ENST00000442534	P15923	1
ENST00000456273	Q92922	1
ENST00000666186	H7C5U2	0
ENST00000424112	P42229	1
ENST00000652675	Q8WW38-2	0
ENST00000504365	O75821	1
ENST00000597953	E9PGA7	0
